study_idx,iso3,country,kp,year,study,author,link,public_report
374,NER,Niger,MSM,2017,Enquête de Surveillance de Seconde Génération 2017 (SSG-2017) sur le VIH/sida au Niger,Niger MoH,,Yes
376,NGA,Nigeria,FSW,2012,An Appraisal of Female Sex Work in Nigeria - Implications for Designing and Scaling Up HIV Prevention Programmes,Ikpeazu et al,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0103619,Yes
377,RWA,Rwanda,FSW,2010,"High Burden of Prevalent and Recently Acquired HIV among Female Sex Workers and Female HIV Voluntary
Testing Center Clients in Kigali, Rwand",Braunstein et al,https://pubmed.ncbi.nlm.nih.gov/21949704/,Yes
378,RWA,Rwanda,FSW,2011,Estimating the Size of Populations through a Household Survey (ESPHS),RBC/IHDPC,,Yes
378,RWA,Rwanda,MSM,2011,Estimating the Size of Populations through a Household Survey (ESPHS),RBC/IHDPC,,Yes
378,RWA,Rwanda,PWID,2011,Estimating the Size of Populations through a Household Survey (ESPHS),RBC/IHDPC,,Yes
379,SEN,Senegal,FSW,2010,ENQUÊTE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA,Senegal MoH,,Yes
380,SEN,Senegal,FSW,2012,ETUDE POUR L’ESTIMATION DU NOMBRE DE PS ET DE HSH DANS LA RÉGION DE DAKAR,Senegal MoH,,Yes
380,SEN,Senegal,MSM,2012,ETUDE POUR L’ESTIMATION DU NOMBRE DE PS ET DE HSH DANS LA RÉGION DE DAKAR,Senegal MoH,,Yes
383,GHA,Ghana,MSM,2023,POPULATION SIZE ESTIMATES AND INTEGRATED BIOLOGICAL AND BEHAVIOURAL SURVEY AMONG MEN WHO HAVE SEX WITH MEN IN GHANA,Ghana MoH,,No
383,GHA,Ghana,TGW,2023,POPULATION SIZE ESTIMATES AND INTEGRATED BIOLOGICAL AND BEHAVIOURAL SURVEY AMONG TRANSGENER WOMEN AND MEN IN GHANA,Ghana MoH,,No
383,GHA,Ghana,TGM,2023,POPULATION SIZE ESTIMATES AND INTEGRATED BIOLOGICAL AND BEHAVIOURAL SURVEY AMONG TRANSGENER WOMEN AND MEN IN GHANA,Ghana MoH,,No
370,MOZ,Mozambique,MSM,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVÍNCIA DE INHAMBANE,Mozambique MoH,,Yes
370,MOZ,Mozambique,PWID,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVÍNCIA DE INHAMBANE,Mozambique MoH,,Yes
370,MOZ,Mozambique,TGW,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVÍNCIA DE INHAMBANE,Mozambique MoH,,Yes
370,MOZ,Mozambique,TGM,2022,INQUÉRITO SOBRE O MAPEAMENTO E ESTIMATIVA DO TAMANHO DA POPULAÇÃO-CHAVE: PROVÍNCIA DE INHAMBANE,Mozambique MoH,,Yes
